movieID,title,genres,imdbId,avgRating,numVotes
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,tt0114814,8.5,928764
51,Guardian Angel (1994),Action|Drama|Thriller,tt0109950,5,298
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,tt0113819,7,36272
53,Lamerica (1994),Adventure|Drama,tt0110299,7.5,1962
54,"Big Green, The (1995)",Children|Comedy,tt0112499,5.6,8595
55,Georgia (1995),Drama,tt0113158,6.6,2700
56,Kids of the Round Table (1995),Adventure|Children|Comedy|Fantasy,tt0113541,4.8,296
57,Home for the Holidays (1995),Drama,tt0113321,6.6,10970
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,tt0110877,7.7,31208
59,"Confessional, The (Confessionnal, Le) (1995)",Drama|Mystery,tt0112714,7.5,1486
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,tt0113419,6,24545
61,Eye for an Eye (1996),Drama|Thriller,tt0116260,6.2,12313
62,Mr. Holland's Opus (1995),Drama,tt0113862,7.3,33951
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,tt0116126,6.6,45366
64,Two if by Sea (1996),Comedy|Romance,tt0118002,5.3,5191
65,Bio-Dome (1996),Comedy,tt0115683,4.4,24896
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,tt0116839,2.5,8734
67,Two Bits (1995),Drama,tt0114753,6.2,3096
68,French Twist (Gazon maudit) (1995),Comedy|Romance,tt0113149,6.4,4369
69,Friday (1995),Comedy,tt0113118,7.3,92859
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,tt0116367,7.2,269588
71,Fair Game (1995),Action,tt0113010,4.3,11533
72,Kicking and Screaming (1995),Comedy|Drama,tt0113537,6.9,9502
73,"Misérables, Les (1995)",Drama|War,tt0113828,7.4,3477
74,Bed of Roses (1996),Drama|Romance,tt0115644,6.1,7604
75,Big Bully (1996),Comedy|Drama,tt0115676,4.7,4308
76,Screamers (1995),Action|Sci-Fi|Thriller,tt0114367,6.4,23740
77,Nico Icon (1995),Documentary,tt0113973,7.2,633
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,tt0112744,6.3,12189
79,"Juror, The (1996)",Drama|Thriller,tt0116731,5.7,16096
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,tt0112445,7.7,6131
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,tt0114660,6.8,24989
82,Antonia's Line (Antonia) (1995),Comedy|Drama,tt0112379,7.4,7798
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,tt0114039,7.1,448
84,Last Summer in the Hamptons (1995),Comedy|Drama,tt0113612,5.6,345
85,Angels and Insects (1995),Drama|Romance,tt0112365,6.8,4282
86,White Squall (1996),Action|Adventure|Drama,tt0118158,6.6,20221
87,Dunston Checks In (1996),Children|Comedy,tt0116151,5.3,11290
88,Black Sheep (1996),Comedy,tt0115697,6.3,34645
89,Nick of Time (1995),Action|Thriller,tt0113972,6.3,37292
90,The Journey of August King (1995),Drama,tt0113490,6.6,869
92,Mary Reilly (1996),Drama|Horror|Thriller,tt0117002,5.8,13453
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,tt0114825,4.6,20362
94,Beautiful Girls (1996),Comedy|Drama|Romance,tt0115639,7.1,30145
95,Broken Arrow (1996),Action|Adventure|Thriller,tt0115759,6,86981
96,In the Bleak Midwinter (1995),Comedy|Drama,tt0113403,7.2,2251
97,"Hate (Haine, La) (1995)",Crime|Drama,tt0113247,8.1,135305
98,Shopping (1994),Action|Thriller,tt0111173,5.4,2427
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,tt0113283,6.5,631
100,City Hall (1996),Drama|Thriller,tt0115907,6.2,18671
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,tt0115734,7,65420
102,Mr. Wrong (1996),Comedy,tt0117102,3.9,4700
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,tt0118040,6,4634
104,Happy Gilmore (1996),Comedy,tt0116483,7,184240
105,"Bridges of Madison County, The (1995)",Drama|Romance,tt0112579,7.6,67185
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,tt0110251,7.1,1091
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,tt0117110,7,19669
108,Catwalk (1996),Documentary,tt0112646,7,219
109,Headless Body in Topless Bar (1995),Comedy|Drama|Thriller,tt0113276,5.1,195
110,Braveheart (1995),Action|Drama|War,tt0112573,8.3,909180
111,Taxi Driver (1976),Crime|Drama|Thriller,tt0075314,8.3,661562
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,tt0113326,6.7,36537
113,Before and After (1996),Drama|Mystery,tt0115645,6.1,7805
114,Margaret's Museum (1995),Drama,tt0113774,7.1,1257
115,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",Comedy,tt0112556,7,2533
116,Anne Frank Remembered (1995),Documentary,tt0112373,8,925
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,tt0115033,7.1,3329
118,If Lucy Fell (1996),Comedy|Romance,tt0116606,4.9,3678
119,"Steal Big, Steal Little (1995)",Comedy,tt0114536,4.7,869
120,Race the Sun (1996),Adventure|Comedy|Drama,tt0117427,5.4,2956
121,"Boys of St. Vincent, The (1992)",Drama,tt0106473,7.6,1482
122,Boomerang (1992),Comedy|Romance,tt0103859,5.5,24208
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,tt0109424,8.1,55002
124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,tt0114808,7.4,4544
125,Flirting With Disaster (1996),Comedy,tt0116324,6.7,16914
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,tt0110647,3.2,10461
127,"Silences of the Palace, The (Saimt el Qusur) (1994)",Drama,tt0111055,7.3,805
128,Jupiter's Wife (1994),Documentary,tt0110217,7.2,226
129,Pie in the Sky (1996),Comedy|Romance,tt0114131,5.7,783
130,Angela (1995),Drama,tt0112364,6.4,758
131,Frankie Starlight (1995),Drama|Romance,tt0113107,6.5,807
132,Jade (1995),Thriller,tt0113451,5.3,10800
133,Nueba Yol (1995),Comedy|Drama,tt0114015,7.1,426
134,Sonic Outlaws (1995),Documentary,tt0114500,7.2,150
135,Down Periscope (1996),Comedy,tt0116130,6.1,19935
136,From the Journals of Jean Seberg (1995),Documentary,tt0113125,7.2,239
137,Man of the Year (1995),Documentary,tt0113756,5.8,312
138,"Neon Bible, The (1995)",Drama,tt0113952,6.2,732
139,Target (1995),Action|Drama,tt0114618,7.7,72
140,Up Close and Personal (1996),Drama|Romance,tt0118055,6.2,12907
141,"Birdcage, The (1996)",Comedy,tt0115685,7.1,74631
142,Shadows (Cienie) (1988),Drama,tt0094878,6.5,11
143,Gospa (1995),Drama,tt0113200,4.3,340
144,"Brothers McMullen, The (1995)",Comedy,tt0112585,6.6,7062
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,tt0112442,6.9,212582
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,tt0112342,5.8,3674
147,"Basketball Diaries, The (1995)",Drama,tt0112461,7.3,96120
148,"Awfully Big Adventure, An (1995)",Drama,tt0112427,6,2446
149,Amateur (1994),Crime|Drama|Thriller,tt0109093,6.9,5216
150,Apollo 13 (1995),Adventure|Drama|IMAX,tt0112384,7.6,251493
151,Rob Roy (1995),Action|Drama|Romance|War,tt0114287,6.9,38955
152,"Addiction, The (1995)",Drama|Horror,tt0112288,6.4,8194
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,tt0112462,5.4,224766
154,Beauty of the Day (Belle de jour) (1967),Drama,tt0061395,7.7,36784
155,Beyond Rangoon (1995),Adventure|Drama|War,tt0112495,6.6,4583
156,Blue in the Face (1995),Comedy|Drama,tt0112541,6.7,8638
157,Canadian Bacon (1995),Comedy|War,tt0109370,6,15290
158,Casper (1995),Adventure|Children,tt0112642,6.1,110956
159,Clockers (1995),Crime|Drama|Mystery,tt0112688,6.9,19279
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,tt0112715,5.2,40007
161,Crimson Tide (1995),Drama|Thriller|War,tt0112740,7.3,95328
162,Crumb (1994),Documentary,tt0109508,8,17219
163,Desperado (1995),Action|Romance|Western,tt0112851,7.2,163102
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,tt0112857,6.7,16310
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,tt0112864,7.6,346458
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,tt0112887,6.1,13204
167,Feast of July (1995),Drama,tt0113044,6.1,477
168,First Knight (1995),Action|Drama|Romance,tt0113071,6,64338
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,tt0113114,5,16090
170,Hackers (1995),Action|Adventure|Crime|Thriller,tt0113243,6.2,62544
171,Jeffrey (1995),Comedy|Drama,tt0113464,6.8,5446
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,tt0113481,5.7,63508
173,Judge Dredd (1995),Action|Crime|Sci-Fi,tt0113492,5.6,105212
174,Jury Duty (1995),Comedy,tt0113500,4.3,7163
175,Kids (1995),Drama,tt0113540,7.1,69109
176,Living in Oblivion (1995),Comedy,tt0113677,7.5,15344
177,Lord of Illusions (1995),Horror,tt0113690,6.1,13709
178,Love & Human Remains (1993),Comedy|Drama,tt0107447,6.7,2377
179,Mad Love (1995),Drama|Romance,tt0113729,5.4,5889
180,Mallrats (1995),Comedy|Romance,tt0113749,7.1,110941
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,tt0113820,5.2,23928
182,Moonlight and Valentino (1995),Drama|Romance,tt0113851,5.7,3334
183,Mute Witness (1994),Comedy|Horror|Thriller,tt0110604,6.7,5055
184,Nadja (1994),Drama,tt0110620,6.1,2807
185,"Net, The (1995)",Action|Crime|Thriller,tt0113957,5.9,57504
186,Nine Months (1995),Comedy|Romance,tt0113986,5.5,33709
187,Party Girl (1995),Comedy,tt0114095,6.6,4191
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,tt0114194,6.5,27644
189,Reckless (1995),Comedy|Fantasy,tt0114241,5.3,412
190,Safe (1995),Thriller,tt0114323,7.2,11562
191,"Scarlet Letter, The (1995)",Drama|Romance,tt0114345,5.3,13751
192,The Show (1995),Documentary,tt0114435,6.8,319
193,Showgirls (1995),Drama,tt0114436,4.8,58517
194,Smoke (1995),Comedy|Drama,tt0114478,7.4,31720
195,Something to Talk About (1995),Comedy|Drama|Romance,tt0114496,5.7,12104
196,Species (1995),Horror|Sci-Fi,tt0114508,5.8,70550
197,"Stars Fell on Henrietta, The (1995)",Drama,tt0114534,6.6,679
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,tt0114558,7.2,63614
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,tt0058450,7.8,21174
200,"Tie That Binds, The (1995)",Thriller,tt0114666,5,1059
201,Three Wishes (1995),Drama|Fantasy,tt0114663,6.1,2526
202,Total Eclipse (1995),Drama|Romance,tt0114702,6.6,12554
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,tt0114682,6.6,26362
204,Under Siege 2: Dark Territory (1995),Action,tt0114781,5.5,41747
205,Unstrung Heroes (1995),Comedy|Drama,tt0114798,6.7,2904
206,Unzipped (1995),Documentary,tt0114805,6.5,1019
207,"Walk in the Clouds, A (1995)",Drama|Romance,tt0114887,6.7,29851
208,Waterworld (1995),Action|Adventure|Sci-Fi,tt0114898,6.2,170360
209,White Man's Burden (1995),Drama,tt0114928,5.3,4457
210,Wild Bill (1995),Western,tt0114938,5.9,6054
211,"Browning Version, The (1994)",Drama,tt0109340,7.2,2864
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,tt0112602,5.6,5360
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,tt0111579,7.9,13414
214,Before the Rain (Pred dozhdot) (1994),Drama|War,tt0110882,8,13073
215,Before Sunrise (1995),Drama|Romance,tt0112471,8.1,245355
216,Billy Madison (1995),Comedy,tt0112508,6.4,123531
217,"Babysitter, The (1995)",Drama|Thriller,tt0112438,4.3,4386
218,Boys on the Side (1995),Comedy|Drama,tt0112571,6.5,11289
219,"Cure, The (1995)",Drama,tt0112757,7.7,8762
220,Castle Freak (1995),Horror,tt0112643,5.9,6057
222,Circle of Friends (1995),Drama|Romance,tt0112679,6.6,7731
223,Clerks (1994),Comedy,tt0109445,7.7,204268
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,tt0112883,6.7,46267
225,Disclosure (1994),Drama|Thriller,tt0109635,6.1,43579
226,Dream Man (1995),Thriller,tt0112899,4.7,244
227,Drop Zone (1994),Action|Thriller,tt0109676,5.6,18364
228,Destiny Turns on the Radio (1995),Comedy,tt0112854,4.5,2142
229,Death and the Maiden (1994),Drama|Thriller,tt0109579,7.3,20883
230,Dolores Claiborne (1995),Drama|Thriller,tt0109642,7.4,36159
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,tt0109686,7.3,335118
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,tt0111797,7.8,17029
233,Exotica (1994),Drama,tt0109759,7.1,16910
234,Exit to Eden (1994),Comedy,tt0109758,4.2,6240
235,Ed Wood (1994),Comedy|Drama,tt0109707,7.8,159381
236,French Kiss (1995),Action|Comedy|Romance,tt0113117,6.6,44724
237,Forget Paris (1995),Comedy|Romance,tt0113097,6.5,10720
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,tt0113028,6.4,2422
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,tt0113198,6.8,41972
240,Hideaway (1995),Thriller,tt0113303,5.3,6046
241,Fluke (1995),Children|Drama,tt0113089,6.7,6191
242,Farinelli: il castrato (1994),Drama|Musical,tt0109771,6.8,5988
243,Gordy (1995),Children|Comedy|Fantasy,tt0113199,3.8,1807
244,Gumby: The Movie (1995),Animation|Children,tt0113234,6.3,720
245,The Glass Shield (1994),Crime|Drama,tt0109906,6.2,3155
246,Hoop Dreams (1994),Documentary,tt0110057,8.3,22691
247,Heavenly Creatures (1994),Crime|Drama,tt0110005,7.3,56663
248,Houseguest (1994),Comedy,tt0110066,6,6195
249,Immortal Beloved (1994),Drama|Romance,tt0110116,7.5,22013
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,tt0110006,6.6,23405
251,"Hunted, The (1995)",Action,tt0113360,6,4483
252,I.Q. (1994),Comedy|Romance,tt0110099,6.2,22514
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,tt0110148,7.6,279307
254,Jefferson in Paris (1995),Drama,tt0113463,5.7,2697
255,"Jerky Boys, The (1995)",Comedy,tt0110189,4.8,2360
256,Junior (1994),Comedy|Sci-Fi,tt0110216,4.6,62008
257,Just Cause (1995),Mystery|Thriller,tt0113501,6.4,22681
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,tt0113538,4.7,5405
259,Kiss of Death (1995),Crime|Drama|Thriller,tt0113552,5.9,16119
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,tt0076759,8.6,1147613
261,Little Women (1994),Drama,tt0110367,7.3,45070
262,"Little Princess, A (1995)",Children|Drama,tt0113670,7.7,30124
263,Ladybird Ladybird (1994),Drama,tt0110296,7.4,2952
264,"Enfer, L' (1994)",Drama,tt0109731,7.1,3847
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,tt0103994,7.1,15965
266,Legends of the Fall (1994),Drama|Romance|War|Western,tt0110322,7.5,136816
267,Major Payne (1995),Comedy,tt0110443,6.2,28643
268,Little Odessa (1994),Crime|Drama,tt0110365,6.7,6905
269,My Crazy Life (Mi vida loca) (1993),Drama,tt0107566,6.5,1827
270,Love Affair (1994),Drama|Romance,tt0110391,6,4217
271,Losing Isaiah (1995),Drama,tt0113691,6.4,5212
272,"Madness of King George, The (1994)",Comedy|Drama,tt0110428,7.2,14510
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,tt0109836,6.4,48733
274,Man of the House (1995),Comedy,tt0113755,5.2,8177
275,Mixed Nuts (1994),Comedy,tt0110538,5.5,9520
276,Milk Money (1994),Comedy|Romance,tt0110516,5.6,10848
277,Miracle on 34th Street (1994),Drama,tt0110527,6.5,28963
278,Miami Rhapsody (1995),Comedy,tt0113808,5.3,2991
279,My Family (1995),Drama,tt0113896,7.3,3497
280,Murder in the First (1995),Drama|Thriller,tt0113870,7.3,25167
281,Nobody's Fool (1994),Comedy|Drama|Romance,tt0110684,7.4,17307
282,Nell (1994),Drama,tt0110638,6.5,26043
283,New Jersey Drive (1995),Crime|Drama,tt0113967,6.7,2671
284,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,tt0117169,4.1,179
285,Beyond Bedlam (1993),Drama|Horror,tt0106402,3.3,446
286,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller,tt0113948,3.9,1545
287,Nina Takes a Lover (1994),Comedy|Romance,tt0110671,5.5,538
288,Natural Born Killers (1994),Action|Crime|Thriller,tt0110632,7.3,204264
289,Only You (1994),Comedy|Romance,tt0110737,6.5,18941
290,Once Were Warriors (1994),Crime|Drama,tt0110729,7.9,29868
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,tt0114069,6.6,102427
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,tt0110413,8.5,955625
294,"Perez Family, The (1995)",Comedy|Romance,tt0114113,6,2027
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,tt0114210,5.4,942
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,tt0110912,8.9,1695672
297,Panther (1995),Drama,tt0114084,6.5,2131
298,Pushing Hands (Tui shou) (1992),Drama,tt0105652,7.3,3354
299,Priest (1994),Drama,tt0110889,7,9333
300,Quiz Show (1994),Drama,tt0110932,7.5,61820
301,Picture Bride (Bijo photo) (1994),Drama|Romance,tt0114129,6.6,1037
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,tt0110963,7.4,15514
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,tt0114214,6.4,80157
304,Roommates (1995),Comedy|Drama,tt0114296,6.4,1658
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,tt0110907,5.1,13859
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,tt0111495,8.1,82360
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,tt0108394,7.9,80461
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,tt0111507,7.7,57426
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,tt0110769,6.9,453
310,Rent-a-Kid (1995),Comedy,tt0114268,5.5,1807
311,Relative Fear (1994),Horror|Thriller,tt0110965,5.8,281
312,Stuart Saves His Family (1995),Comedy,tt0114571,5.2,2529
313,"Swan Princess, The (1994)",Animation|Children,tt0111333,6.4,21179
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,tt0111112,7.5,6632
315,"Specialist, The (1994)",Action|Drama|Thriller,tt0111255,5.6,59489
316,Stargate (1994),Action|Adventure|Sci-Fi,tt0111282,7.1,167788
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,tt0111070,6.4,86909
318,"Shawshank Redemption, The (1994)",Crime|Drama,tt0111161,9.3,2160364
319,Shallow Grave (1994),Comedy|Drama|Thriller,tt0111149,7.3,53820
320,Suture (1993),Film-Noir|Thriller,tt0108260,6.6,1617
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,tt0106966,7.4,5026
322,Swimming with Sharks (1995),Comedy|Drama,tt0114594,7.1,21139
324,"Sum of Us, The (1994)",Comedy|Drama,tt0111309,7.3,4869
325,National Lampoon's Senior Trip (1995),Comedy,tt0113936,5.7,5245
326,To Live (Huozhe) (1994),Drama,tt0110081,8.3,14588
327,Tank Girl (1995),Action|Comedy|Sci-Fi,tt0114614,5.3,28718
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,tt0114608,6.7,19955
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,tt0111280,6.6,71727
330,Tales from the Hood (1995),Action|Crime|Horror,tt0114609,6.3,6224
331,Tom & Viv (1994),Drama,tt0111454,6.3,1469
332,Village of the Damned (1995),Horror|Sci-Fi,tt0114852,5.6,27028
333,Tommy Boy (1995),Comedy,tt0114694,7.1,72107
334,Vanya on 42nd Street (1994),Drama,tt0111590,7.4,4012
335,Underneath (1995),Mystery|Thriller,tt0114788,6.1,2981
336,"Walking Dead, The (1995)",Drama|War,tt0114888,4.8,703
337,What's Eating Gilbert Grape (1993),Drama,tt0108550,7.8,201307
338,Virtuosity (1995),Action|Sci-Fi|Thriller,tt0114857,5.6,26647
339,While You Were Sleeping (1995),Comedy|Romance,tt0114924,6.7,85797
340,"War, The (1994)",Adventure|Drama|War,tt0111667,6.8,11570
341,Double Happiness (1994),Drama,tt0109655,7,1023
342,Muriel's Wedding (1994),Comedy,tt0110598,7.2,32864
343,"Baby-Sitters Club, The (1995)",Children,tt0112435,5.8,5011
344,Ace Ventura: Pet Detective (1994),Comedy,tt0109040,6.9,260613
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,tt0109045,7.4,43950
346,Backbeat (1993),Drama|Musical,tt0106339,6.6,5493
347,Bitter Moon (1992),Drama|Film-Noir|Romance,tt0104779,7.2,32414
348,Bullets Over Broadway (1994),Comedy,tt0109348,7.4,33647
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,tt0109444,6.9,83543
350,"Client, The (1994)",Drama|Mystery|Thriller,tt0109446,6.7,55917
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,tt0109484,6.6,11680
352,Crooklyn (1994),Comedy|Drama,tt0109504,7,8351
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,tt0109506,7.6,158252
354,Cobb (1994),Drama,tt0109450,6.4,6778
355,"Flintstones, The (1994)",Children|Comedy|Fantasy,tt0109813,4.9,71630
356,Forrest Gump (1994),Comedy|Drama|Romance|War,tt0109830,8.8,1663131
357,Four Weddings and a Funeral (1994),Comedy|Romance,tt0109831,7,129941
358,Higher Learning (1995),Drama,tt0113305,6.5,17094
359,I Like It Like That (1994),Comedy|Drama|Romance,tt0110091,6.9,1406
360,I Love Trouble (1994),Action|Comedy,tt0110093,5.3,10975
361,It Could Happen to You (1994),Comedy|Drama|Romance,tt0110167,6.3,32851
362,"Jungle Book, The (1994)",Adventure|Children|Romance,tt0110213,6,15496
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,tt0107472,7.9,1452
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,tt0110357,8.5,872101
365,Little Buddha (1993),Drama,tt0107426,6.1,14736
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,tt0111686,6.4,47767
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,tt0110475,6.9,321624
368,Maverick (1994),Adventure|Comedy|Western,tt0110478,7,96589
369,Mrs. Parker and the Vicious Circle (1994),Drama,tt0110588,6.4,4090
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,tt0110622,6.5,90960
371,"Paper, The (1994)",Comedy|Drama,tt0110771,6.6,12245
372,Reality Bites (1994),Comedy|Drama|Romance,tt0110950,6.6,43147
373,Red Rock West (1992),Thriller,tt0105226,7,18859
374,Richie Rich (1994),Children|Comedy,tt0110989,5.3,59417
375,Safe Passage (1994),Drama,tt0111054,6.4,1139
376,"River Wild, The (1994)",Action|Thriller,tt0110997,6.4,39035
377,Speed (1994),Action|Romance|Thriller,tt0111257,7.2,309999
378,Speechless (1994),Comedy|Romance,tt0111256,5.8,4633
